Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
4926;10516.74534;9138.265278;38776.14017;22661.36662;35277.37652;23695.05422;7331.743602;9069.283531;18062.09252;74760.11069;49817.43547;28660.24464;26276.91184;16931.00122;71218.61175;48379.24959;29091.984;20765.76219;70915.44193;15818.83896;2725.290059;15374.11957;27775.0465;13181.20397;15713.53737;537.2528872;18189.90111;13023.2038;8126.994615;11643.04791;30932.58227
4927;10576.53287;9479.067331;40537.45583;23241.62778;36488.67622;25511.94797;8308.013147;10517.88126;18346.827;76570.83864;51097.70444;28999.04181;26960.40828;17214.86535;74659.80547;49172.13648;28715.71707;20765.59944;70222.2874;16193.05848;2800.297922;15136.83264;27700.87117;13547.02956;16248.3499;556.8293173;18336.18372;13517.48689;8132.594506;11785.3474;31069.12357
4928;12414.0705;10175.0864;42304.57191;24619.74358;37335.42807;26347.47228;8607.925554;10912.87665;19776.48929;77901.562;54766.68017;29146.73146;26968.51364;17064.00241;77300.22975;50782.58527;28902.50063;21717.00379;71482.27225;17288.4267;2931.816493;15210.88848;27635.16715;15157.06696;17591.00359;597.6689234;19292.34992;14438.34868;8438.946551;11848.00121;31170.13255
4929;14619.05243;11182.80508;43752.79195;24196.37426;37052.56301;26021.46589;8901.71858;10954.11731;23235.47831;84818.10049;65193.66635;30503.52279;28637.08548;17568.74026;81524.17531;51098.30938;30086.90799;23038.48985;80586.54782;18041.57549;3150.850879;16586.88331;28577.21538;17223.33046;19200.13485;687.7576368;20274.46108;14499.47423;8324.063245;11550.45224;31722.29038
4930;17140.62625;12571.93969;48549.08904;24780.75766;37622.1661;28490.44442;9509.310925;11188.29854;27341.24061;93245.25506;72077.80755;32397.38911;31673.78639;20287.71302;87318.58264;53333.7889;33392.17372;25558.27856;96264.53336;20107.22451;3768.648835;19513.17957;33930.78423;19052.62471;21058.57508;754.6811495;22445.35713;14571.29403;8329.728286;11787.66089;32378.11666
4931;18297.8669;13079.47441;51011.96673;25571.6663;38161.43986;30000.59779;9845.85765;11548.04611;28939.45765;99022.62558;75679.38053;34457.88169;34380.9157;21849.13916;91593.80679;56999.88815;35219.90351;27799.95903;101134.1903;21225.06861;4223.619077;21065.94066;37127.81934;19739.72027;22234.02068;806.1456274;24146.18561;14884.30283;7964.231358;11720.44849;32618.98496
4932;18903.70708;13576.07697;54199.53163;26841.51086;39158.02155;29986.45736;10003.53557;12341.36189;29437.81253;100815.7012;74529.80838;36546.61467;36544.04563;23239.54266;94982.0314;60933.05407;36637.44593;29698.98796;104217.7972;21973.35009;4144.839174;22130.77195;40380.64368;20334.92103;22523.13205;831.2211425;25831.73255;15081.39724;8084.449198;11787.4296;33354.67537
4933;18844.68349;12965.13544;53776.28065;27943.84892;38858.75255;28556.68592;9403.792897;11273.21053;29616.98463;98239.73866;70462.40096;36306.8105;35058.16057;21774.05447;93538.66097;63874.11508;36880.06695;29655.95337;96770.65854;21265.87644;3713.419061;21533.85437;41690.95426;19615.08647;21577.92132;800.6968228;26580.92606;15653.59375;8121.882719;11852.5456;33557.23474
4934;18626.21876;13086.55003;51885.45484;27020.65212;37961.3132;28845.98774;9504.341072;10807.89534;29890.62916;102470.0312;75605.44745;37774.49091;34562.16245;22169.135;92996.67469;65636.13412;38711.17282;30045.3981;94863.26786;21170.07554;3482.537041;21770.59763;42418.39829;18228.65557;19991.57531;756.604744;27283.34846;15037.41941;8408.952651;12032.73332;33620.51642
4935;18574.50561;13390.3707;52514.94236;26593.62565;37766.59112;29708.8362;9584.519022;11023.04259;30008.10172;102514.0841;77485.42469;37767.16892;35719.90702;22841.17374;95249.52521;64662.45169;39276.86032;30040.48516;103983.173;21687.88054;3419.849453;22491.54291;42990.98038;18205.82492;19978.53488;725.2613764;27147.17064;14782.69126;8434.434211;12001.95664;33457.81789
4936;18355.64413;13459.71927;53902.74655;26879.29521;38427.94623;29454.49532;9703.94803;11048.3219;29371.62381;102581.859;76945.08291;37452.18055;35550.3166;22971.46918;96401.61754;63850.47258;39189.72948;29234.32565;105931.6701;22283.13388;3403.516079;22846.68063;43186.82291;18412.03884;20287.42171;728.4920244;27146.32334;14672.13252;8569.441752;12187.93675;33218.72933
4937;18660.68698;13453.08055;53457.97605;27051.35965;38708.06939;29892.17972;9851.467685;11730.8848;29360.58763;100921.0802;76585.81908;36953.49531;35745.55762;23003.41598;94567.5464;63142.07738;38711.64204;28921.32233;105840.3066;22209.46616;3500.074049;23373.929;42608.00859;18187.2013;20726.30768;742.3986018;26970.48822;14848.46453;8520.232917;12179.9908;33351.94168
4938;18790.52884;13384.21764;54429.58985;27967.8605;39874.5184;29032.51581;10001.20398;12457.05222;28372.26516;97158.89067;73014.8449;36394.723;35631.61302;22924.46007;93280.9668;61807.35946;37840.99674;29401.24531;104414.1126;22548.88252;3914.663602;23163.51806;42166.00059;19382.27383;22093.64324;774.0738698;26935.77626;15563.5254;8286.111241;12675.04539;33526.36029
4939;18357.79746;12872.73713;53463.09061;27974.85921;40306.38116;28087.37293;9644.513871;11690.65809;26850.91487;91682.95371;66149.70265;34497.09867;34571.43363;22035.83634;89384.689;60835.04998;35203.7775;28060.65516;94577.8651;21772.66913;3909.788851;22146.67376;40348.51686;19699.6999;22622.10774;774.0168182;26239.74768;15912.91921;8258.079467;12859.21978;33620.49861
4940;17920.2236;12340.26887;52260.71535;27683.84512;40368.80976;27633.97434;9488.575262;11429.12379;26586.77687;92116.99017;65443.01734;34757.84334;34009.10758;21370.1155;86496.26402;59065.7241;33356.28391;27162.22964;94803.34245;21113.87933;3881.548923;20829.94098;38755.96287;19331.25819;21625.05287;764.031832;25184.02172;15593.08084;8463.048205;12859.02607;34023.37639
4941;18303.83385;12514.11527;53069.61358;28333.47776;40124.65691;28796.21494;9661.714639;11577.52464;26665.46792;97439.70271;67253.82973;38818.05708;34181.28933;23234.54192;86503.02661;61012.58606;36345.40745;29650.50815;95895.8317;22052.57618;4206.886934;20952.28511;38790.43104;19873.53966;21601.5021;773.7240096;26106.50884;15170.5577;8404.170421;12966.36724;33953.28433
4942;18049.87542;12218.06465;53606.38326;27683.28855;39690.04936;28467.25576;9170.050205;10864.43283;26590.69317;97774.29827;67762.46192;39230.99727;34572.6092;24316.02635;84022.76238;62916.06521;38153.9288;30599.78641;95455.72488;22197.02543;4038.014133;22130.47613;41926.89148;19289.80998;21602.46919;865.4600538;27127.6664;15487.33854;8525.687284;13039.43338;33813.05934
4943;16660.48867;11647.17996;51913.13276;27069.2869;38997.84835;29605.04106;8495.629212;9885.661405;25891.86753;94504.57659;67243.0815;37603.74938;34974.56473;23989.72008;82631.56703;61794.9831;37760.02161;29616.1748;94617.66867;22184.11577;3763.347543;21303.88217;41109.45817;18254.7067;20807.89946;854.0858281;26306.3455;14888.50174;8237.82749;12751.79099;34157.66969
4944;14481.87806;11037.26234;48480.23733;25692.86684;37353.3779;27507.59793;7844.619784;9078.194648;23785.59868;88916.78359;64718.40454;35910.99496;33984.82575;22100.90087;78246.39659;58284.04527;35697.28876;28276.11376;92462.19601;21063.084;3244.983679;19886.31606;38288.93763;16749.75994;19380.90509;771.7196106;24070.09829;14606.35433;8150.480659;12382.52135;34149.62893
4945;12232.41737;9890.328001;43023.07736;24121.2867;36637.6351;26279.33442;7215.651981;8550.450807;21979.29647;84795.35769;59808.70743;33253.75871;30695.65592;19940.2986;82419.08956;52554.75064;33590.85252;29330.30896;85704.79579;17987.88544;4108.6629;19948.42049;32257.83706;14656.2018;17045.09759;661.1292748;22613.29315;13929.39213;8145.062647;12159.03211;32193.56821
4946;11910.40532;9639.151373;42056.95911;24048.80538;36236.89199;25175.44757;6954.784411;8315.014448;20953.26855;83277.35659;57476.94276;31919.76494;30401.65889;20186.93282;79861.88333;52094.46494;32803.21281;25401.77065;81873.48307;17083.5932;3742.065936;18582.88895;30560.50545;13700.35286;16538.95921;603.102783;21177.96879;13300.17999;8125.634913;11952.60298;31774.89105
4947;11226.63618;9416.878742;40572.47257;23198.04577;36007.12786;24289.60691;6822.400774;8124.168715;19926.06236;81240.28005;54957.39295;30903.58225;29249.0051;19039.39164;77621.61928;50127.24127;31914.21093;23909.68496;78621.56087;16633.85845;3389.731607;17364.45425;29394.67728;13071.17694;16111.80255;584.356749;20248.42118;13350.40865;8078.447936;11952.6051;31166.20556
4948;10819.93666;9181.534469;40329.01472;23017.51023;35584.49779;23945.57408;6628.677455;8057.800859;19168.95307;78826.67931;52770.39441;29839.45432;28460.37797;18271.28867;74682.73717;48254.60585;30723.52628;22900.15111;76150.03617;15922.92551;3127.017262;16335.18888;28222.79887;12888.35671;15702.78276;557.9234893;19464.04173;13390.70237;7988.408564;11850.67753;30805.76131
4949;10578.39911;9178.763503;39768.42201;22710.5382;35548.2382;23969.07611;6769.280106;8160.492226;18818.95055;77315.3418;51485.44623;29016.21963;27528.283;17626.82938;73050.70494;46552.28151;29781.99492;21923.36715;72813.25367;15460.01982;2918.93198;15694.51757;27547.43537;12820.12328;15728.20979;550.3491135;18721.59345;13221.01126;8061.631779;11704.93447;30664.25327
4950;10683.90189;9054.323689;39467.54536;22839.62227;35904.78639;23989.13273;7247.98113;9074.822584;18812.55077;77063.70308;51281.93829;28571.04369;26862.83489;17103.87555;73028.20506;45838.61508;29263.86886;21182.34879;71247.61428;15233.43069;2848.384555;15248.94412;27708.88807;13003.85259;15489.21076;527.6516885;18320.83404;12989.01467;8105.281369;11702.87091;30540.99217
4951;10742.51051;9420.938795;41238.64103;23410.30311;37116.1026;25879.19877;8236.228194;10537.32833;19090.69038;78812.92452;52548.23193;28881.78565;27532.65026;17376.43824;76034.77355;46532.88423;28925.40439;21182.18379;70566.86914;15634.54319;2918.68494;15026.07804;27644.30259;13373.32542;16016.03805;547.0470263;18456.78233;13452.94461;8111.36505;11867.36202;30670.31558
4952;12543.81496;10169.67579;42891.7508;24765.66569;37972.46278;26748.37239;8539.820123;10936.11609;20487.23958;80098.44609;56177.15738;29017.24537;27540.59339;17231.58159;78341.71034;47943.02848;29093.42234;22146.78468;71804.29677;16808.62917;3041.949432;15095.63322;27587.0932;14999.4147;17338.6447;587.5088448;19345.39894;14317.25771;8444.183685;11939.7867;30765.98499
4953;14705.31831;11253.72116;44249.59702;24349.28636;37690.90957;26409.23666;8837.217596;10977.7527;23866.11331;86780.04475;66490.32331;30261.68312;29175.76659;17716.22438;82032.16855;48219.48343;30158.8357;23486.60055;80745.58058;17615.90238;3247.237266;16388.00353;28407.3475;17086.2786;18923.75015;676.7641905;20258.1276;14374.62964;8319.375296;11595.83494;31288.95447
4954;17177.1709;12748.07171;48794.63767;24924.02137;38268.88106;28977.64906;9452.264285;11214.1823;27876.78009;94920.94712;73299.31771;31998.7216;32151.68399;20326.94709;87094.73807;50176.9183;33132.03086;26041.34022;96142.88674;19829.9976;3826.262352;19136.45746;33068.77321;18933.81069;20754.44218;743.0686258;22275.65792;14442.0391;8325.529755;11870.0363;31910.11223
4955;18311.5927;13294.04816;51142.26305;25701.8718;38814.84497;30548.62128;9792.939987;11577.38382;29437.98005;100502.0729;76861.57618;33888.58831;34804.62658;21826.20841;90829.99835;53387.03515;34776.13388;28314.11414;100925.3633;21028.17467;4252.678757;20594.85126;35852.47546;19627.75652;21912.33729;794.0570304;23856.32918;14735.82652;7928.456549;11792.34212;32138.24767
4956;18905.48671;13828.26442;54155.26259;26950.75075;39820.03319;30533.91136;9952.552402;12378.31625;29924.7923;102234.2416;75724.55268;35804.35688;36924.45866;23161.25599;93790.28775;56831.00144;36051.25988;30239.48373;103953.7651;21830.23079;4178.843064;21594.96864;38684.75416;20228.89135;22197.13196;818.9005838;25422.79849;14920.81767;8059.060337;11869.76894;32835.04775
4957;18847.62697;13171.04892;53702.12583;28034.88879;39523.65481;29046.55833;9345.451692;11299.90954;30099.81451;99745.77892;71701.54479;35584.41048;35468.31552;21754.11306;92529.21604;59406.25892;36269.50547;30195.85223;96639.95088;21071.91512;3774.498787;21034.32805;39825.65953;19501.88013;21266.03409;788.6586301;26119.06427;15457.87649;8099.727843;11945.0398;33026.89936
4958;18633.47001;13301.6597;51856.43292;27126.93432;38617.16061;29347.51128;9447.233458;10830.12684;30367.12103;103832.3776;76788.45015;36930.55478;34982.24544;22133.4643;92055.68302;60949.1214;37916.64539;30590.69879;94766.70778;20969.22957;3558.106874;21256.6835;40459.055;18101.62668;19703.37368;744.974426;26771.86314;14879.54045;8411.59853;12153.3278;33086.83583
4959;18582.77655;13628.49238;52488.60825;26706.95821;38417.95773;30245.10948;9528.395084;11047.33973;30481.87275;103874.9341;78647.90569;36923.83911;36116.81625;22778.74727;94023.9969;60096.54373;38425.49988;30585.7177;103723.3414;21524.24621;3499.353546;21933.81415;40957.61007;18078.56841;19690.52795;713.921001;26645.30578;14640.45476;8439.281511;12117.7515;32932.73792
4960;18368.23065;13703.09354;53825.0102;26987.91126;39091.06937;29980.52546;9649.289326;11072.86175;29860.13661;103940.4068;78113.46224;36634.9344;35950.6204;22903.85528;95030.57914;59385.55703;38347.12283;29768.37627;105636.9549;22162.27695;3484.045251;22267.36878;41128.13285;18286.83826;19994.80283;717.1217637;26644.51833;14536.68526;8585.952723;12332.73523;32706.28814
4961;18667.25857;13695.952;53409.57891;27157.13485;39374.52524;30435.83685;9798.61885;11761.97795;29849.35604;102336.0411;77758.1201;36177.54443;36141.95342;22934.53018;93428.1525;58765.27066;37917.06746;29451.03142;105547.2271;22083.31516;3574.543263;22762.57423;40624.15129;18059.75911;20427.13583;730.8996981;26481.10532;14702.189;8532.492601;12323.5501;32832.45858
4962;18794.54017;13621.87327;54431.91114;28058.50392;40553.71949;29541.55145;9950.192205;12495.11732;28883.92458;98701.645;74226.12643;35665.04309;36030.28957;22858.71773;92304.06883;57596.5624;37133.8934;29937.61122;104146.5659;22447.1234;3963.113263;22564.95078;40239.28887;19266.74638;21774.05581;762.2819532;26448.84563;15373.33909;8278.144515;12895.80851;32997.65701
4963;18370.34152;13071.65217;53526.05896;28065.38708;40987.05017;28558.34456;9589.125989;11721.36503;27397.81102;93411.71376;67435.92358;33924.5578;34991.33105;22005.47264;88899.89372;56745.18691;34761.62801;28578.42628;94486.41452;21615.12806;3958.54445;21609.90403;38656.7809;19587.33714;22294.62986;762.2254294;25801.98888;15701.27718;8247.691;13108.70491;33086.81896
4964;17941.39589;12498.85366;52328.27966;27779.17775;41059.02215;28086.68612;9431.274222;11457.31972;27139.79084;93831.00694;66736.95241;34163.71065;34440.26068;21366.25605;86376.27888;55195.92639;33099.7468;27667.53906;94707.85519;20908.99486;3932.076855;20373.19419;37270.12233;19215.22211;21312.46193;752.3328096;24820.84602;15401.07958;8470.367546;13108.48099;33468.39967
4965;18317.44198;12685.86755;53148.38077;28418.0847;40810.5843;29295.73397;9606.537788;11607.14538;27216.65929;98972.91847;68527.99809;37887.70502;34608.996;23156.45434;86382.18735;56900.64139;35788.56167;30190.33148;95780.78586;21915.1504;4236.99672;20488.10299;37300.13424;19762.91007;21289.2628;761.9353294;25678.16286;15004.50292;8406.403149;13232.56203;33402.01284
4966;18068.49119;12367.39344;53636.78766;27778.63037;40371.24294;28953.52652;9108.841291;10887.20716;27143.61643;99296.14854;69031.07809;38266.45034;34992.48308;24194.88179;84215.18228;58567.36946;37415.38607;31152.77679;95348.55817;22069.98039;4078.72234;21594.6908;40031.0933;19173.36067;21290.21545;852.8227673;26627.17943;15301.83075;8538.418187;13317.02284;33269.20048
4967;16706.50083;11753.26876;51971.79034;27174.76611;39670.91264;30137.13417;8426.146057;9899.038522;26460.97662;96137.49222;68517.36719;36773.95207;35386.39296;23881.56671;82999.6959;57585.72539;37061.05361;30155.5219;94525.50549;22056.14298;3821.293768;20818.33215;39319.34292;18127.93754;20507.50937;841.5537591;25863.8818;14739.76758;8225.689398;12984.52259;33595.59391
4968;14570.84879;11097.15472;48689.99686;25821.07128;38009.81517;27955.22012;7767.149616;9083.819257;24403.49207;90739.50445;66020.24942;35221.37175;34416.46489;22067.94677;79168.37563;54511.47127;35205.5576;28796.87341;92408.62177;20854.54916;3335.462312;19486.917;36863.47706;16607.98664;19101.82133;759.9494722;23785.61715;14474.9464;8130.796437;12557.66531;33587.97821
4969;12399.14416;9870.241652;43133.77939;24102.47677;36896.3884;26751.08879;7202.832913;8677.990276;21785.34215;83460.97157;59624.85683;32322.5475;30838.11972;19629.91316;80069.06071;48517.1493;32935.6638;29705.52043;86197.16854;17929.77143;4102.980901;19712.92939;31313.25233;14642.65472;16835.05965;653.6591696;21934.89127;14050.33819;8110.952242;12149.90343;31804.12498
4970;12085.12098;9611.838545;42223.29116;24029.70168;36473.27054;25610.28788;6934.519692;8439.722165;20777.50865;82002.99742;57279.96652;30923.01147;30555.59037;19859.6565;77718.09833;48125.7866;32145.70486;25965.22824;82425.05288;17003.49045;3744.956258;18305.94033;29736.65265;13670.39966;16328.61298;597.4386645;20492.82575;13340.46993;8088.726721;11940.40742;31387.19379
4971;11418.31564;9383.171017;40802.81626;23175.49388;36233.64493;24694.82463;6798.357576;8246.581003;19768.51777;80046.47384;54746.23402;29856.90133;29447.89714;18790.7053;75658.51612;46453.13421;31254.08529;24544.63971;79223.37565;16542.81997;3400.86074;17050.51397;28653.75033;13030.42462;15901.19614;579.2760725;19558.91242;13397.13719;8034.744351;11940.40957;30781.04665
4972;11021.70602;9141.055769;40558.77768;22994.22661;35790.98747;24339.28732;6599.105029;8179.414897;19024.8342;77728.3151;52546.92474;28740.49028;28690.03129;18075.20628;72956.66079;44860.90646;30059.89464;23583.48029;76790.03811;15814.60001;3144.289578;15990.00012;27565.22814;12844.46647;15491.92722;553.665508;18770.84905;13442.59601;7931.738414;11836.96769;30422.10553
4973;10786.16083;9138.205081;40041.34123;22686.01041;35754.14925;24363.57526;6743.720745;8283.341401;18681.03824;76276.74104;51254.74352;27876.80812;27794.29373;17474.88313;71456.25526;43413.48748;29115.59092;22653.50148;73504.81175;15340.43831;2941.070059;15329.87805;26937.90352;12775.06189;15517.36974;546.3268731;18024.91377;13251.15288;8015.506499;11689.05936;30281.18761
4974;10889.04617;9010.18507;39729.44522;22815.61767;36128.24716;24384.30258;7236.084798;9208.669024;18674.75194;76035.05297;51050.09002;27409.75965;27154.80218;16987.74408;71435.57005;42806.68517;28595.93922;21947.99094;71963.36282;15108.33945;2872.17228;14870.777;27087.87203;12961.94472;15278.22514;524.3358711;17622.27216;12989.4176;8065.442064;11686.96515;30158.44054
4975;10946.20075;9387.347879;41483.79139;23388.61152;37411.89465;26337.57257;8252.538294;10688.76531;18947.95934;77715.10423;52323.5117;27735.76909;27798.49065;17241.64016;74199.6527;43396.99473;28256.47814;21947.83384;71293.13577;15519.20539;2940.828795;14641.14471;27027.88054;13337.75915;15805.37331;543.1275584;17758.85894;13512.81682;8072.401856;11853.90006;30287.22464
4976;12702.81622;10157.62642;43049.37915;24749.46747;38312.1296;27235.81143;8564.795309;11092.34955;20319.74371;78949.79188;55972.86458;27877.88426;27806.12394;17106.7041;76320.53038;44595.98456;28424.99082;22866.21337;72511.44409;16721.8404;3061.210932;14712.81158;26974.74048;14991.75849;17128.78555;582.330064;18651.64904;14487.92267;8453.149682;11927.40074;30382.49509
4977;14810.69433;11272.86033;44337.24466;24331.40053;38012.76853;26885.33497;8870.681066;11134.48695;23638.70031;85367.17733;66344.0839;29183.46418;29377.51538;17558.15587;79713.34566;44831.04325;29493.54131;24141.82848;81314.57744;17548.74324;3261.698417;16044.41823;27736.64974;17114.44115;18714.85648;668.8074723;19568.66442;14552.64887;8310.367645;11578.33897;30903.28367
4978;17221.22215;12810.20411;48677.96165;24908.46497;38618.92666;29539.63529;9503.282345;11373.76026;27578.24646;93186.16064;73191.40651;31005.84746;32237.35378;19990.08182;84367.60871;46495.37262;32475.49112;26574.15117;96473.98209;19816.67632;3827.183868;18876.31517;32066.50625;18993.68413;20546.66356;733.0482824;21595.67029;14628.69927;8317.408408;11856.61407;31521.85107
4979;18327.49982;13371.88858;50928.53045;25689.46809;39192.43541;31163.14094;9853.681574;11741.33025;29111.76187;98546.58963;76773.71713;32988.56778;34786.81537;21386.66542;87801.61269;49224.80787;34124.43524;28738.01922;101182.5653;21043.98823;4243.629162;20378.98577;34652.20258;19699.54078;21705.26393;782.4497501;23183.76536;14960.1461;7863.152713;11777.76561;31749.03514
4980;18906.65977;13921.47451;53801.40777;26943.40883;40251.14488;31147.93913;10017.84963;12551.89602;29589.94154;100210.2625;75630.29326;34998.46259;36823.96102;22630.28154;90523.14876;52153.07604;35403.31588;30571.12973;104164.1757;21865.54712;4171.520007;21409.4667;37283.02008;20310.99345;21990.23207;806.5200856;24757.59176;15168.8505;8012.564745;11856.34274;32442.92942
4981;18850.23549;13245.35058;53336.56936;28031.94096;39934.87871;29610.84889;9393.42112;11460.51859;29761.8601;97820.20213;71584.63964;34767.7097;35424.61638;21319.50755;89363.78504;54342.71551;35622.2041;30529.58894;96963.36617;21088.79227;3776.630716;20831.80507;38342.77237;19571.50387;21058.56708;777.2193668;25457.12763;15774.75269;8059.088775;11932.73187;32633.98097
4982;18641.39159;13379.71911;51540.63106;27120.30648;38981.09679;29921.86573;9498.10793;10985.08551;30024.42651;101745.2027;76700.17947;36179.99324;34957.50601;21672.87872;88928.44341;55654.55039;37274.19406;30905.51541;95119.06626;20983.60982;3565.298804;21060.91123;38931.11415;18147.21658;19494.95487;734.8947675;26112.99244;15122.28213;8415.871941;12144.11437;32693.66748
4983;18591.9558;13715.95493;52166.35897;26698.62819;38773.38714;30849.47969;9581.586061;11204.91096;30137.14335;101786.0765;78570.10199;36172.94762;36047.82161;22273.96914;90738.00879;54929.63735;37784.54689;30900.773;103937.3122;21552.12223;3507.919335;21758.59956;39394.20679;18123.76254;19482.10132;704.8078332;25985.84068;14852.54902;8447.541547;12108.00951;32540.2122
4984;18382.73263;13792.70241;53455.80447;26980.71996;39477.80397;30576.04796;9705.930853;11230.73995;29526.43238;101848.9601;78032.65013;35869.84833;35888.10842;22390.50906;91663.40814;54325.11351;37705.93906;30122.59661;105821.3588;22205.6673;3492.969002;22102.2809;39552.60021;18335.60712;19786.56152;707.9089771;25985.04954;14735.47773;8615.334871;12326.18721;32314.70676
4985;18674.34189;13785.3554;53062.77002;27150.62943;39775.66715;31046.585;9859.522522;11928.14461;29515.84298;100308.0365;77675.30776;35389.98571;36071.97828;22419.08317;90190.22045;53797.70857;37274.61738;29820.45816;105733.0174;22124.78547;3581.350853;22612.52078;39084.46707;18104.6304;20219.15785;721.2580941;25820.86904;14922.19671;8554.175961;12316.86561;32440.35104
4986;18798.46573;13709.14538;54101.74842;28055.6518;41015.64342;30122.39462;10015.42207;12670.10194;28567.53139;96817.35682;74123.43229;34852.30398;35964.67;22348.46278;89156.7964;52804.00221;36489.13724;30283.72222;104353.9976;22497.44007;3960.834725;22408.89748;38726.98008;19332.3343;21566.89823;751.6636241;25788.45783;15679.37879;8263.199222;12897.62593;32604.86056
4987;18384.79112;13143.09414;53242.79018;28062.56286;41473.74337;29106.30921;9644.050341;11887.04321;27107.77088;91736.60752;67295.00701;33026.30454;34966.23722;21553.65264;86027.1749;52080.11134;34109.88666;28989.66616;94843.10378;21645.21396;3956.372747;21424.85553;37257.03658;19658.42766;22087.78936;751.6088595;25138.56305;16049.35391;8228.360097;13113.68528;32693.65069
4988;17966.4873;12553.81593;52062.88311;27775.1935;41542.79302;28618.87848;9481.693187;11619.82205;26854.32615;92139.32042;66592.10129;33277.20753;34436.66197;20958.21314;83707.09471;50762.83647;32443.112;28122.42647;95061.123;20921.91045;3930.524056;20150.59921;35969.01162;19279.92568;21105.0232;742.0241325;24152.81216;15710.67521;8483.10428;13113.45803;33073.64012
4989;18333.20398;12746.2103;52879.12498;28416.68999;41282.75977;29868.35699;9661.959105;11771.44976;26929.8315;97077.90321;68393.22887;37184.17054;34598.81558;22625.80873;83712.52665;52212.28814;35139.84415;30524.33274;96117.47598;21952.53163;4228.313827;20268.99664;35996.88877;19837.0141;21081.80993;751.3277884;25014.15547;15263.26302;8409.928375;13239.38252;33007.53014
4990;18090.42947;12418.57352;53333.1033;27774.64391;40820.76121;29514.70609;9150.057412;11042.85236;26858.0839;97388.35166;68899.14073;37581.5245;34967.34432;23593.11892;81720.29491;53629.44101;36771.45878;31440.65999;95691.92657;22111.12646;4073.740456;21409.18043;38533.59355;19237.34573;21082.76316;839.3864925;25967.62921;15598.70409;8560.954889;13325.09815;32875.27163
4991;16762.22905;11786.78017;51705.71451;27168.33215;40084.75569;30737.89368;8447.87677;10042.79836;26187.54925;94354.5994;68382.53812;36015.69627;35345.8893;23301.26139;80602.83998;52794.78793;36416.08298;30491.19115;94881.59076;22096.95258;3822.331466;20609.25154;37872.47028;18173.97904;20299.58034;828.4682151;25200.74667;14964.59235;8203.190047;12987.65801;33200.30394
4992;14679.5609;11111.78939;48553.75347;25809.15069;38337.03239;28483.01624;7770.07133;9217.773906;24166.54981;89170.06648;65871.36394;34386.83402;34413.79436;21611.84819;77080.52344;50180.87138;34555.12342;29197.64584;92797.41469;20866.14085;3347.860452;19237.41466;35591.2912;16627.93982;18893.03612;749.403738;23112.72122;14665.82482;8094.631555;12554.45902;33192.71999
4993;12436.66991;10130.65484;42963.39135;23455.02377;37142.97895;25730.11535;6899.706746;8701.850396;21232.37888;77170.05882;56026.92473;28126.81347;29483.43619;17758.27076;73543.60712;42731.30326;31394.98015;24173.11064;98021.70573;17745.9673;3415.084628;16486.3364;28101.17787;14647.56609;17429.63599;637.3611777;19691.41138;13886.8607;7911.553304;12221.65235;31945.17444
4994;12155.71018;9470.410447;41760.80745;23331.69585;36620.16384;26113.89949;6751.053997;8348.34687;19997.56654;77498.51325;54123.94118;27320.43644;28520.65695;17471.84616;72790.20185;43076.25686;28472.62809;23651.70427;92654.91086;16899.06596;3222.48706;15684.79417;28612.50659;14054.07074;16564.53948;593.1781707;18614.45636;13642.78288;7978.845302;12135.55548;31153.29969
4995;11578.15841;9235.127289;40740.10369;23149.35808;36488.29589;25478.7027;6673.688814;8224.81035;19291.6823;76213.26736;52246.08336;26583.83447;27873.64612;17260.20687;71714.46476;43140.44937;27791.72702;23084.70798;87024.67529;16192.00604;3038.468904;15000.67429;26665.46099;13459.76392;15803.15076;574.4103343;17758.93812;13388.54492;7978.744154;12132.35234;30244.46379
4996;11182.32266;9216.035793;39588.74279;22912.13946;36507.29904;25160.93121;6563.952653;8223.87375;18636.91813;75495.872;51382.32386;25908.85164;27142.73264;16978.81596;70669.11785;42573.21323;27266.95422;22766.72234;82394.03367;15594.09853;2919.923326;14514.68539;26459.08459;13007.31192;15590.47313;545.9691219;17505.87479;13304.45578;7848.503568;12167.45579;29989.25702
4997;11042.83183;8979.300117;39593.09957;22849.06095;36284.81486;24947.11502;6592.209256;8318.687629;18385.52506;75237.98592;50927.71671;25908.7436;26836.25321;16833.89483;69083.36979;42181.22197;27151.07476;22574.4668;77905.16575;15414.8642;2837.465317;14404.84101;26233.01748;12852.08754;15315.03068;524.9113426;17299.66383;13199.10213;8014.891034;12141.2678;29781.72239
4998;11371.51217;9354.573601;40195.59149;23024.99653;36533.47815;25904.80023;7042.108487;8907.498601;19090.3418;76570.2796;51810.79376;26613.14039;26829.29949;17119.50754;71270.82454;41575.90414;27389.48648;22766.53591;75403.06103;15123.60028;2813.269064;14645.38784;26145.94949;12767.85673;15206.48274;528.0118642;17505.041;13125.07755;7950.998293;12221.56008;29780.60202
