Time Series(unit:MWh);BJ;TJ;HB;SX;NM;LN;JL;HL;SH;JS;ZJ;AH;FJ;JX;SD;HA;HB;HN;GD;GX;HI;CQ;SC;GZ;YN;XZ;SN;GS;QH;NX;XJ
72;15007.83078;9465.168531;45920.68832;26694.09253;37379.0298;27903.11267;8958.911165;11041.86719;17559.82001;69377.13182;47180.11276;25352.81191;25661.90915;17811.5981;63625.56079;41681.32834;24527.58892;24235.7038;66782.24665;20454.8403;2879.9461;12006.74821;28981.44547;19311.21623;19360.26774;909.7318584;20576.43654;14952.57443;8723.903264;9997.038974;32287.34319
73;14018.99339;9190.255534;41599.47805;25090.45829;36426.58347;27269.18464;8669.628639;10537.78433;16854.98188;69772.36457;46142.88887;25052.40898;22933.60249;15664.2135;69354.81174;40292.67949;24317.33085;26620.80231;62719.91003;16999.10317;4215.230252;13552.78402;26047.82923;16801.89962;16896.38215;789.4593897;20089.19019;14481.6151;8801.302544;9962.236364;31162.41125
74;13825.17586;8979.888308;40789.22632;25011.44364;36119.90008;26460.76425;8401.547117;10291.15959;16033.62034;68523.98765;43937.21575;23718.41315;22629.9798;16015.84385;67199.08336;39794.95577;23411.89449;21185.30664;59562.34971;15686.99393;3632.788901;12188.88841;24414.49367;15442.89872;16261.18182;709.0546399;18709.29319;13765.13439;8779.452587;9789.52829;30765.02404
75;13413.61844;8793.728961;39536.03146;24083.99809;35930.62281;25812.02778;8265.502584;10091.2445;15211.31558;66848.73237;41553.91208;22702.22889;21439.58734;14379.77606;65310.53769;37667.72503;22389.93659;19120.86825;56882.29165;15034.43814;3073.007717;10971.91341;23292.62179;14548.35293;15725.10302;683.0790876;17815.64156;13822.3295;8726.382402;9789.530063;30187.29052
76;13168.82792;8596.62176;39326.27141;23887.1894;35591.01855;25560.07882;8066.422099;10021.72272;14605.23027;64863.83034;39485.17678;21638.09931;20625.14001;13284.67939;62833.05601;35642.77601;21021.1773;17724.08491;54845.39493;14002.88922;2655.612832;9943.881115;22164.92778;14288.42393;15211.78588;646.4516858;17061.55219;13868.21177;8625.117042;9704.252787;29845.17505
77;13023.44761;8594.301001;38860.27785;23552.54747;35556.71916;25577.29029;8210.912933;10129.29417;14325.04432;63620.93343;38269.71293;20814.86335;19662.52761;12365.86348;61457.2506;33801.99058;19938.83381;16372.61408;52095.39961;13331.22267;2325.011423;9303.977342;21515.02812;14191.41144;15243.69664;635.9562074;16347.77474;13674.98534;8707.469628;9582.317472;29710.86276
78;13086.94924;8490.079288;38597.10915;23693.26695;35840.26137;25591.97856;8702.851809;11087.07525;14319.92113;63413.99026;38077.2098;20369.68673;18975.29228;11620.27986;61438.28317;33030.27702;19343.21863;15347.34672;50805.08446;13002.44655;2212.927195;8858.937699;21670.39343;14452.63294;14943.75443;604.5053868;15962.4913;13410.81198;8756.56139;9580.591002;29593.86956
79;13122.22549;8797.129365;40115.04522;24315.38793;36745.97383;26976.14934;9718.427555;12619.08204;14542.57899;64852.51865;39275.02786;20680.42916;19667.03786;12008.87683;63972.82454;33781.01558;18954.13459;15347.11842;50244.0512;13584.45246;2324.61893;8636.338613;21608.24307;14977.9397;15604.91921;631.3806508;16093.18972;13939.08669;8763.403576;9718.211799;29716.61681
80;14206.42213;9424.216874;41504.38409;25792.92044;37419.17833;27612.67987;10030.41492;13036.82095;15660.55226;65909.70857;42707.71703;20815.88909;19675.24105;11802.35239;65917.57544;35305.85603;19147.28072;16681.73286;51263.872;15288.02682;2520.458899;8705.810467;21553.19071;17289.8707;17264.78184;687.4468077;16947.49098;14923.2757;9137.717588;9778.805606;29807.42138
81;15507.42079;10332.13422;42646.30137;25339.00943;37213.1684;27364.31724;10336.03653;13080.43621;18365.42691;71404.53567;52463.19243;22060.32877;21363.95095;12493.31537;69028.6368;35604.79685;20372.03357;18535.49189;58632.79359;16459.36348;2846.615782;9996.632494;22342.51821;20256.91893;19254.07875;811.1240027;17824.97315;14988.60483;8997.348258;9491.039804;30303.79759
82;16995.21719;11583.69327;46480.01064;25965.55001;37673.98177;29245.26814;10968.09153;13328.1014;21576.06802;78099.46802;58903.98644;23797.36994;24437.30192;16215.46443;73296.38988;37721.44261;23789.88942;22070.21023;71322.41895;19671.96964;3766.558352;12741.79374;26828.18992;22883.6915;21551.58519;902.9991336;19764.59328;15065.36365;9004.270048;9720.449228;30893.36916
83;17678.02031;12040.96332;48463.45758;26813.51448;38105.1115;30395.75378;11318.18818;13708.56294;22825.84843;82689.2859;62273.61368;25687.23956;27177.10368;18352.98524;76445.21944;41192.65911;25679.87874;25214.80289;75263.87699;21410.49968;4444.03954;14198.44035;29506.9357;23870.32543;23004.73593;973.6515165;21284.22439;15399.89791;8557.690291;9655.446715;31109.90379
84;18035.48231;12488.38391;51003.11549;28174.96513;38886.15513;30384.98113;11482.21447;14547.55719;23215.55406;84113.79046;61198.07539;27603.0111;29366.34051;20256.38389;78940.74749;44916.74553;27145.70813;27878.72958;77759.72166;22574.26645;4326.730983;15197.35958;32232.42641;24725.00314;23362.15137;1008.076133;22790.20197;15610.54641;8704.577583;9720.22554;31771.27123
85;18000.6568;11937.94813;50608.63955;29356.82541;38674.47273;29295.73314;10858.32518;13417.90255;23355.66381;82067.3233;57392.61403;27383.06435;27862.52225;18250.19774;77877.6623;47701.46543;27396.59377;27818.36137;71732.07229;21473.96617;3684.317516;14637.39064;33330.31518;23691.3577;22193.62967;966.1711914;23459.58032;16222.09261;8750.315458;9783.200586;31953.36709
86;17871.75674;12047.3382;49039.11426;28367.02956;37965.68216;29516.133;10962.92159;12925.79489;23569.6495;85428.06886;62204.44198;28729.21073;27360.5379;18791.04487;77478.47331;49369.81894;29290.07418;28364.66806;70188.24683;21324.97156;3340.518711;14859.47971;33939.82916;21700.51414;20232.50114;905.6399169;24087.17031;15563.54425;9101.069761;9957.463876;32010.25575
87;17841.24458;12321.06942;49580.74754;27909.19757;37801.38601;30173.47999;11046.32763;13153.33015;23661.51118;85463.06662;63963.34637;28722.49505;28532.25534;19711.0351;79137.76462;48447.89558;29875.03117;28357.77626;77569.81887;22130.28918;3247.172691;15535.79914;34419.58676;21667.73051;20216.37984;862.6105558;23965.50016;15291.29856;9132.204218;9927.699109;31863.9938
88;17712.11042;12383.54991;50713.00829;28215.47522;38344.94623;29979.71455;11170.56505;13180.06502;23163.79553;85516.91017;63457.80326;28433.58989;28360.61813;19889.40359;79986.31484;47679.07971;29784.93232;27226.9089;79146.91548;23056.05852;3222.851202;15868.95418;34583.68016;21963.84311;20598.2428;867.0457116;23964.74312;15173.13675;9297.162198;10107.56435;31649.05911
89;17892.09391;12377.56868;50364.01716;28399.95232;38568.29964;30313.15725;11324.02408;13901.92933;23155.16541;84197.50856;63121.67646;27976.19922;28558.21552;19933.13729;78635.46697;47008.34143;29290.55937;26787.83298;79072.96667;22941.4866;3366.632492;16363.56636;34098.70068;21640.98794;21140.81788;886.1371873;23807.64057;15361.59503;9237.036742;10099.87965;31768.81372
90;17968.70411;12315.52573;51250.27526;29382.56917;39493.62803;29658.23636;11479.789;14669.90887;22382.31289;81208.64626;59780.67744;27463.69709;28442.89571;19825.05027;77687.86289;45744.57454;28390.25654;27461.06108;77918.61761;23469.36481;3983.984128;16166.17966;33728.34907;23357.05071;22831.19359;929.6221939;23776.62664;16125.8303;8950.97688;10578.65725;31925.61172
91;17713.38095;11854.70066;50488.55406;29390.07276;39822.64499;28938.19472;11108.73797;13859.3864;21192.64105;76858.30153;53357.65881;25723.20911;27369.92098;18608.56512;74818.13858;44823.95115;25663.20342;25580.50316;69957.24432;22262.15686;3976.725297;15212.27707;32205.50785;23812.85823;23484.51059;929.5438713;23154.7493;16499.25175;8916.726461;10756.77613;32010.23974
92;17455.20059;11374.9664;49464.48619;29078.06504;39909.16915;28592.78042;10946.52102;13582.79317;20986.08932;77203.12073;52696.48491;25962.36232;26800.80819;17697.22381;72690.72779;43148.67921;23752.77706;24320.20655;70139.74372;21237.57225;3934.674151;13977.04884;30871.13174;23283.79486;22251.8963;915.8361044;22211.49486;16157.41825;9167.166019;10756.58879;32372.41688
93;17681.54096;11531.5956;50168.85172;29774.56192;39708.73309;29478.21441;11126.63127;13739.73882;21047.62447;81431.7367;54390.67875;29686.36245;26975.06801;20249.5381;72695.70864;44992.04976;26843.7217;27810.72291;71023.99503;22697.48304;4419.124258;14091.81997;30900.01208;24062.4832;22222.78154;929.1418925;23035.70502;15705.83839;9095.226627;10860.40068;32309.40585
94;17531.69866;11264.8649;50576.05252;29077.46832;39364.02714;29227.60224;10615.17163;12985.58777;20989.1518;81697.55532;54866.5544;30065.10835;27371.11073;21730.04071;70868.92038;46794.34364;28713.84827;29142.35491;70667.77639;22922.13813;4167.661337;15197.08207;33528.00329;23224.27736;22223.97712;1055.080606;23948.0738;16044.4041;9243.701121;10931.06446;32183.34707
95;16711.92309;10750.51886;49157.4051;28419.17283;38812.5502;30094.40536;9913.597348;11950.45949;20442.68121;79099.93293;54380.62272;28572.60778;27777.91749;21283.3424;69844.26369;45732.85608;28306.52308;27762.56064;69989.46097;22902.06034;3758.664372;14421.65351;32843.08869;21737.92223;21241.68614;1039.465638;23214.25213;15404.38558;8891.98173;10652.87952;32493.14323
96;15426.48422;10201.00559;46382.47014;26943.45839;37513.61462;28496.50262;9236.377221;11096.49946;18795.61233;74660.72443;52018.53807;27020.02506;26776.23331;18697.63548;66614.45542;42408.55292;26173.52558;25882.74495;68244.84012;21158.57267;2986.785832;13091.83342;30479.81858;19576.89599;19477.55691;926.3901778;21216.24301;15102.83502;8785.257642;10295.75116;32485.91478
97;14280.67453;9602.550495;41635.02234;24957.65109;36461.64808;27292.06024;8714.625368;10533.08157;17367.1105;71968.34952;48332.9439;25519.37706;23180.86323;16037.62003;69690.64636;40427.19429;25217.00939;27828.36157;63721.56786;17456.55335;4216.621946;13996.19963;27118.77437;16873.58121;16861.82408;812.7747468;20595.42704;14644.25505;8788.502827;10256.08902;31254.79114
98;14088.78365;9412.186856;40851.20356;24878.94051;36153.84484;26505.21507;8456.111006;10289.89302;16569.28092;70639.66828;46104.65414;24211.24203;22885.76315;16392.72508;67634.59785;39920.95759;24304.74092;22067.8842;60407.81245;16113.72618;3644.574092;12647.21376;25396.80195;15562.94843;16226.11188;733.8256236;19210.02988;13900.26213;8765.10521;10086.38438;30834.66786
99;13681.31736;9243.729196;39634.59741;23955.06417;35979.68622;25873.79214;8324.921561;10092.76333;15770.53513;68856.6489;43696.91244;23214.75748;21728.78471;14740.49021;65833.37765;37757.34308;23275.07168;19880.01553;57595.17992;15445.89334;3094.782042;11443.54239;24214.049;14700.24037;15689.6011;708.3203259;18312.81622;13959.65349;8708.275998;10086.38612;30223.87997
100;13438.96019;9065.364701;39428.75978;23759.01288;35657.86174;25628.56722;8132.945762;10024.21018;15181.81413;66744.06412;41606.96463;22171.25708;20937.19873;13634.57215;63470.45357;35697.75971;21895.98419;18399.7202;55457.52399;14390.19472;2684.835448;10426.74827;23025.15798;14449.5625;15175.87031;672.356017;17555.72111;14007.29759;8599.837887;10002.59183;29862.19075
101;13295.02504;9063.264621;38980.14431;23425.65879;35631.14146;25645.31935;8272.280079;10130.28286;14909.65549;65421.21541;40379.0376;21363.98035;20001.60663;12706.6768;62158.26476;33825.48982;20805.4737;16967.44656;52571.49461;13702.80371;2360.133525;9793.839749;22339.98996;14356.00277;15207.80678;662.050546;16839.09859;13806.65144;8688.023609;9882.776995;29720.19394
102;13357.89542;8968.953235;38719.89071;23565.83672;35903.15688;25659.61562;8746.662887;11074.71929;14904.67908;65200.96021;40184.56057;20927.4339;19333.66182;11953.72556;62140.17437;33040.57702;20205.36421;15880.87972;51217.35142;13366.33058;2250.049408;9353.665158;22503.78654;14607.92715;14907.62287;631.1691028;16452.27945;13532.33407;8740.592601;9881.08055;29596.5071
103;13392.82101;9246.80626;40205.35775;24185.56352;36837.21917;27006.8455;9725.995273;12585.38084;15120.9578;66732.02478;41394.66088;21232.1523;20005.99027;12346.16252;64557.51974;33804.15608;19813.34428;15880.63777;50628.56552;13961.96189;2359.748036;9133.499465;22438.26345;15114.53774;15569.32043;657.5578241;16583.49882;14080.89404;8747.919428;10016.30809;29726.2772
104;14466.24012;9814.26471;41550.90556;25657.40987;37491.89509;27626.38823;10026.84859;12997.29944;16206.90121;67857.22053;44862.54833;21364.9862;20013.9632;12137.59728;66412.34626;35355.07712;20007.94782;17295.04719;51698.83381;15705.41881;2552.093297;9202.211871;22380.22353;17344.18493;17230.52064;712.6089739;17441.20526;15102.87502;9148.746567;10075.84816;29822.27705
105;15754.30612;10635.8492;42657.21143;25205.24569;37274.00757;27384.65393;10321.56333;13040.30701;18834.28138;73705.51325;54718.05491;22585.30122;21655.27142;12835.38812;69379.55359;35659.13097;21241.94224;19259.64022;59432.27397;16904.17776;2872.430005;10478.92298;23212.38578;20205.63311;19221.42059;834.0471493;18322.18501;15170.71273;8998.434702;9793.086665;30347.05286
106;17227.31298;11768.39888;46377.33292;25829.37509;37714.74519;29215.4058;10931.06187;13284.52152;21952.93783;80831.11036;61224.89185;24288.66816;24642.35417;16594.31824;73449.96776;37811.97944;24685.58807;23005.6951;72749.61724;20191.99458;3775.956466;13194.07487;27941.4832;22738.91636;21520.77842;924.2589968;20269.53632;15250.41901;9005.846771;10018.50661;30970.3561
107;17903.32865;12182.18763;48303.69998;26674.07623;38131.79351;30335.18716;11268.66444;13659.68214;23166.91211;85716.17735;64629.07074;26141.90084;27305.25036;18752.96134;76453.19691;41342.56699;26589.83861;26338.29915;76886.04745;21971.22553;4441.348198;14634.79782;30765.59753;23690.43506;22975.10016;993.6323075;21795.22456;15597.79909;8527.635216;9954.634506;31199.27951
108;18257.23728;12587.06349;50767.18187;28030.28744;38901.82635;30324.702;11426.83704;14486.98679;23545.4527;87232.31598;63542.50405;28020.53329;29433.03584;20675.16876;78833.33291;45130.3495;28066.72865;29161.4988;79505.35411;23162.23737;4326.132979;15622.79713;33638.99351;24514.69398;23332.80361;1027.433709;23307.20485;15816.5363;8684.926717;10018.28681;31898.48635
109;18222.75796;12088.96804;50378.01427;29207.59944;38671.57322;29264.52399;10825.2128;13373.07148;23681.54831;85054.20578;59698.02206;27804.85043;27971.42939;18649.15813;77819.40428;47962.69873;28319.50739;29097.52124;73179.5349;22036.17784;3695.183194;15068.94963;34796.46185;23517.83696;22163.34029;986.2874042;23979.2513;16451.56531;8733.904262;10080.16671;32091.00061
110;18095.13923;12187.95633;48848.38445;28221.61273;37977.91058;29479.04179;10926.07643;12887.8203;23889.40333;88631.13794;64559.18977;29124.90046;27483.53563;19195.34973;77438.6736;49659.58746;30227.27536;29676.49096;71559.341;21883.69511;3357.519379;15288.61087;35439.05257;21597.8494;20200.63142;926.8519721;24609.34281;15767.72929;9109.502928;10251.39953;32151.14409
111;18064.93039;12435.65874;49378.34028;27765.54267;37826.95067;30118.84543;11006.50592;13112.18534;23978.63317;88668.387;66336.12969;29118.31497;28622.36324;20124.43101;79021.24006;48721.89569;30816.64624;29669.1871;79306.05739;22707.8661;3265.839092;15957.53697;35944.84535;21566.23257;20184.49713;884.6016032;24487.1877;15485.02962;9142.842678;10222.15238;31996.51394
112;17937.07989;12492.19804;50479.66366;28070.64164;38339.04934;29930.25122;11126.30961;13138.54771;23495.17705;88725.69415;65825.40282;28835.01052;28455.54384;20304.56207;79830.55371;47939.93014;30725.86754;28470.70655;80961.16827;23655.30872;3241.951613;16287.05004;36117.84368;21851.80624;20566.66781;888.9564661;24486.42764;15362.33051;9319.484836;10398.88972;31769.282
113;18115.27425;12486.78555;50141.75282;28254.40879;38555.65747;30254.79497;11274.29208;13850.35438;23486.79418;87321.41942;65485.82943;28386.4868;28647.59472;20348.72794;78542.16842;47257.71968;30227.76422;28005.37881;80883.56143;23538.05455;3383.167167;16776.25526;35606.54562;21540.4418;21109.68011;907.7023148;24328.69889;15558.02541;9255.100619;10391.33866;31895.88823
114;18191.12289;12430.6422;51014.20492;29233.24412;39457.42269;29617.35268;11424.49813;14607.63376;22736.08383;84140.29264;62110.5723;27883.92002;28535.51192;20239.57284;77638.38111;45972.33755;29320.668;28718.8584;79672.11017;24078.29097;3989.502342;16581.02634;35216.096;23195.42827;22801.41797;950.4000802;24297.56134;16351.60661;8948.778781;10861.79023;32061.65725
115;17938.33779;12013.63648;50276.28;29240.71884;39790.70527;28916.52759;11066.68899;13808.4042;21580.49602;79510.10338;55621.69301;26177.17308;27492.65532;19011.06677;74901.35151;45035.96799;26573.03747;26725.8642;71316.91148;22842.82094;3982.373043;15637.55156;33610.61416;23635.01317;23455.26144;950.3231756;23673.20524;16739.36711;8912.102363;11036.81158;32151.12717
116;17682.72389;11579.51962;49275.39837;28929.91185;39840.56093;28580.33175;10910.26115;13535.6647;21379.86198;79877.10376;54953.73954;26411.69008;26939.51739;18090.71988;72872.31121;43332.0425;24648.19568;25390.21598;71508.43859;21794.24968;3941.072288;14415.8265;32203.82493;23124.77967;22221.65387;936.8635705;22726.19106;16384.40751;9180.280866;11036.6275;32534.02586
117;17906.81431;11721.25512;49965.46013;29623.72832;39651.51908;29442.13518;11083.94372;13690.42365;21439.63415;84377.73381;56665.30538;30063.49687;27108.88578;20668.25532;72877.06174;45206.94172;27762.46353;29089.42609;72436.43118;23288.33859;4416.877522;14529.34299;32234.27253;23875.75375;22192.51565;949.9284741;23553.68647;15915.4874;9103.245918;11138.63407;32467.40973
118;17758.46152;11479.88755;50358.11532;28929.31743;39315.53282;29198.21137;10590.73679;12946.78009;21382.83672;84660.65174;57146.06059;30434.90042;27493.81168;22163.38777;71134.74332;47040.0617;29646.70145;30500.67476;72062.59146;23518.25311;4169.901884;15622.52266;35004.87798;23067.38045;22193.71218;1073.587226;24469.69187;16267.05373;9262.237044;11208.069;32334.13863
119;16946.83499;11014.45011;48974.09288;28273.55534;38780.30029;30041.88115;9914.199944;11926.07411;20852.02248;81895.93215;56655.14623;28971.3334;27889.19947;21712.27533;70157.46627;45960.41866;29236.30272;29038.38425;71350.7218;23497.70528;3768.203352;14855.57087;34282.79485;21633.92611;21210.62964;1058.254948;23732.94525;15602.45908;8885.604932;10934.72175;32661.65943
120;15674.17411;10517.18944;46277.85463;26803.52006;37509.2246;28486.62342;9261.14811;11084.0122;19252.14201;77171.16279;54268.84112;27448.849;26915.63232;19101.0173;67077.00283;42579.25723;27087.21034;27046.17666;69519.79977;21713.40063;3010.098761;13540.28802;31791.27623;19549.81283;19445.07883;947.2265757;21726.97222;15289.32925;8771.321445;10583.80393;32654.01742
121;14335.8866;9781.315621;41339.83401;23956.83342;36194.96512;26126.2833;8370.172355;10461.35828;17429.5951;67321.34987;46866.99679;23188.86945;22090.66935;13654.90916;65982.41808;34841.81006;25236.60386;18974.76321;78387.80012;17707.39911;3192.88445;11344.94733;24745.87406;16927.23669;17644.06303;790.947243;18605.6687;14635.02313;8616.376855;10365.78196;31765.07026
